Uid,Title,Author,Abstract,Title_CN,Abstract_CN,Link,Meeting,Complete,Locked,Select1,Select2
1900,SparseTT: Visual Tracking with Sparse Transformers.,"Zhihong Fu, Zehua Fu, Qingjie Liu, Wenrui Cai, Yunhong Wang","Transformers have been successfully applied to the visual tracking task and significantly promote tracking performance. The self-attention mechanism designed to model long-range dependencies is the key to the success of Transformers. However, self-attention lacks focusing on the most relevant information in the search regions, making it easy to be distracted by background. In this paper, we relieve this issue with a sparse attention mechanism by focusing the most relevant information in the search regions, which enables a much accurate tracking. Furthermore, we introduce a double-head predictor to boost the accuracy of foreground-background classification and regression of target bounding boxes, which further improve the tracking performance. Extensive experiments show that, without bells and whistles, our method significantly outperforms the state-of-the-art approaches on LaSOT, GOT-10k, TrackingNet, and UAV123, while running at 40 FPS. Notably, the training time of our method is reduced by 75% compared to that of TransT. The source code and models are available at https://github.com/fzh0917/SparseTT.",Sparsett：稀疏变压器的视觉跟踪。,变压器已成功应用于视觉跟踪任务，并显着促进跟踪性能。旨在建模远程依赖性的自我注意机制是变形金刚成功的关键。但是，自我注意力缺乏专注于搜索区域中最相关的信息，因此很容易被背景分散注意力。在本文中，我们通过将最相关的信息集中在搜索区域中，以稀疏的注意机制缓解了这个问题，从而实现了非常准确的跟踪。此外，我们引入了双头预测指标，以提高前景 - 背景分类和目标边界框的回归的准确性，从而进一步改善了跟踪性能。广泛的实验表明，如果没有铃铛和哨声，我们的方法在40 fps运行时，在Lasot，got-10k，trackingnet和uav123上的最先进方法大大优于最先进的方法。值得注意的是，与Transt相比，我们方法的训练时间减少了75％。源代码和型号可在https://github.com/fzh0917/sparett上获得。,https://arxiv.org/abs/2205.03776,IJCAI,True,False,False,False
1901,Distilling Inter-Class Distance for Semantic Segmentation.,"Zhengbo Zhang, Chunluan Zhou, Zhigang Tu","Knowledge distillation is widely adopted in semantic segmentation to reduce the computation cost.The previous knowledge distillation methods for semantic segmentation focus on pixel-wise feature alignment and intra-class feature variation distillation, neglecting to transfer the knowledge of the inter-class distance in the feature space, which is important for semantic segmentation. To address this issue, we propose an Inter-class Distance Distillation (IDD) method to transfer the inter-class distance in the feature space from the teacher network to the student network. Furthermore, semantic segmentation is a position-dependent task,thus we exploit a position information distillation module to help the student network encode more position information. Extensive experiments on three popular datasets: Cityscapes, Pascal VOC and ADE20K show that our method is helpful to improve the accuracy of semantic segmentation models and achieves the state-of-the-art performance. E.g. it boosts the benchmark model(""PSPNet+ResNet18"") by 7.50% in accuracy on the Cityscapes dataset.",蒸馏出语义分割的类间距离。,在语义分段中广泛采用知识蒸馏以降低计算成本。先前的知识蒸馏方法的语义分割方法的重点是像素的特征特征对齐和阶级内特征变化蒸馏，从特征空间，这对于语义分割很重要。为了解决此问题，我们提出了一种类间距离蒸馏（IDD）方法，以将特征空间中的类间距离从教师网络转移到学生网络。此外，语义分割是一项依赖位置的任务，因此我们利用位置信息蒸馏模块来帮助学生网络编码更多的位置信息。在三个受欢迎的数据集上进行了广泛的实验：CityScapes，Pascal VOC和ADE20K表明，我们的方法有助于提高语义细分模型的准确性并实现最先进的性能。例如。它在CityScapes数据集上的准确性将基准模型（“ PSPNET+RESNET18”）提高了7.50％。,https://arxiv.org/abs/2205.03650,IJCAI,True,False,False,False
1902,Multi-level Consistency Learning for Semi-supervised Domain Adaptation.,"Zizheng Yan, Yushuang Wu, Guanbin Li, Yipeng Qin, Xiaoguang Han, Shuguang Cui","Semi-supervised domain adaptation (SSDA) aims to apply knowledge learned from a fully labeled source domain to a scarcely labeled target domain. In this paper, we propose a Multi-level Consistency Learning (MCL) framework for SSDA. Specifically, our MCL regularizes the consistency of different views of target domain samples at three levels: (i) at inter-domain level, we robustly and accurately align the source and target domains using a prototype-based optimal transport method that utilizes the pros and cons of different views of target samples; (ii) at intra-domain level, we facilitate the learning of both discriminative and compact target feature representations by proposing a novel class-wise contrastive clustering loss; (iii) at sample level, we follow standard practice and improve the prediction accuracy by conducting a consistency-based self-training. Empirically, we verified the effectiveness of our MCL framework on three popular SSDA benchmarks, i.e., VisDA2017, DomainNet, and Office-Home datasets, and the experimental results demonstrate that our MCL framework achieves the state-of-the-art performance.",半监督域适应的多级一致性学习。,半监督域的适应性（SSDA）旨在将从完全标记的源域学习的知识应用于几乎没有标记的目标域。在本文中，我们为SSDA提出了一个多级一致性学习（MCL）框架。具体而言，我们的MCL将目标域样本的不同视图的一致性定于三个级别：（i）在域间级别，我们使用基于原型的最佳传输方法来稳健，准确地对准源和目标域，该方法利用了PROS和PROS和PROS域目标样本不同观点的缺点；（ii）在域内层面上，我们通过提出新颖的班级对比聚类损失来促进歧视性和紧凑的目标特征表示。（iii）在样本级别，我们遵循标准实践，并通过进行基于一致性的自我训练来提高预测准确性。从经验上讲，我们验证了MCL框架对三个流行的SSDA基准的有效性，即Visda2017，Domainnet和Office-home数据集，实验结果表明我们的MCL框架可以实现最新的性能。,https://arxiv.org/abs/2205.04066,IJCAI,True,False,False,False
1903,Few-Shot Adaptation of Pre-Trained Networks for Domain Shift.,"Wenyu Zhang, Li Shen, Wanyue Zhang, Chuan-Sheng Foo","Deep networks are prone to performance degradation when there is a domain shift between the source (training) data and target (test) data. Recent test-time adaptation methods update batch normalization layers of pre-trained source models deployed in new target environments with streaming data to mitigate such performance degradation. Although such methods can adapt on-the-fly without first collecting a large target domain dataset, their performance is dependent on streaming conditions such as mini-batch size and class-distribution, which can be unpredictable in practice. In this work, we propose a framework for few-shot domain adaptation to address the practical challenges of data-efficient adaptation. Specifically, we propose a constrained optimization of feature normalization statistics in pre-trained source models supervised by a small support set from the target domain. Our method is easy to implement and improves source model performance with as few as one sample per class for classification tasks. Extensive experiments on 5 cross-domain classification and 4 semantic segmentation datasets show that our method achieves more accurate and reliable performance than test-time adaptation, while not being constrained by streaming conditions.",用于域移动的预训练网络几乎没有适应。,当源（训练）数据和目标（测试）数据之间存在域移动时，深网很容易降级。最近的测试时间适应方法更新了通过流数据部署在新目标环境中的预训练源模型的批归归式层，以减轻这种性能降低。尽管此类方法可以在不首先收集大型目标域数据集的情况下进行调整，但它们的性能取决于流媒体条件，例如迷你批量大小和类别分布，在实践中可能是无法预测的。在这项工作中，我们提出了一个框架，以适应几个域的适应性，以应对数据有效适应的实际挑战。具体而言，我们提出了在预训练的源模型中对特征归一化统计量的约束优化，该模型由目标域的小支持集监督。我们的方法易于实现，并改善每类用于分类任务的示例较小的源模型性能。对5个跨域分类和4个语义分割数据集进行了广泛的实验表明，我们的方法比测试时间适应更准确，更可靠，同时不受流媒体条件的限制。,https://arxiv.org/abs/2205.15234,IJCAI,True,False,False,False
1904,C3-STISR: Scene Text Image Super-resolution with Triple Clues.,"Minyi Zhao, Miao Wang, Fan Bai, Bingjia Li, Jie Wang, Shuigeng Zhou","Scene text image super-resolution (STISR) has been regarded as an important pre-processing task for text recognition from low-resolution scene text images. Most recent approaches use the recognizer's feedback as clues to guide super-resolution. However, directly using recognition clue has two problems: 1) Compatibility. It is in the form of probability distribution, has an obvious modal gap with STISR - a pixel-level task; 2) Inaccuracy. it usually contains wrong information, thus will mislead the main task and degrade super-resolution performance. In this paper, we present a novel method C3-STISR that jointly exploits the recognizer's feedback, visual and linguistical information as clues to guide super-resolution. Here, visual clue is from the images of texts predicted by the recognizer, which is informative and more compatible with the STISR task; while linguistical clue is generated by a pre-trained character-level language model, which is able to correct the predicted texts. We design effective extraction and fusion mechanisms for the triple cross-modal clues to generate a comprehensive and unified guidance for super-resolution. Extensive experiments on TextZoom show that C3-STISR outperforms the SOTA methods in fidelity and recognition performance. Code is available in https://github.com/zhaominyiz/C3-STISR.",C3-STISR：带有三重线索的场景文本图像超分辨率。,场景文本图像超分辨率（STISR）被视为从低分辨率场景文本图像中识别文本识别的重要预处理任务。最近的方法将识别器的反馈用作指导超分辨率的线索。但是，直接使用识别线索有两个问题：1）兼容性。它是概率分布的形式，具有STISR的明显模态差距 - 像素级任务；2）不准确。它通常包含错误的信息，因此会误导主要任务并降低超分辨率性能。在本文中，我们提出了一种新型方法C3-STISR，该方法将识别器的反馈，视觉和语言信息共同利用作为指导超分辨率的线索。在这里，视觉线索来自识别器预测的文本的图像，该文本的信息丰富且与STISR任务更兼容。尽管语言线索是由预先训练的字符级语言模型生成的，该模型能够纠正预测的文本。我们为三重跨模式线索设计有效的提取和融合机制，以生成全面而统一的超分辨率指导。TextZoom上的广泛实验表明，C3-STISR在保真度和识别性能方面的表现优于SOTA方法。代码可在https://github.com/zhaominyiz/c3-stisr中找到。,https://arxiv.org/abs/2204.14044,IJCAI,True,False,False,False
1905,"BiCo-Net: Regress Globally, Match Locally for Robust 6D Pose Estimation.","Zelin Xu, Yichen Zhang, Ke Chen, Kui Jia","The challenges of learning a robust 6D pose function lie in 1) severe occlusion and 2) systematic noises in depth images. Inspired by the success of point-pair features, the goal of this paper is to recover the 6D pose of an object instance segmented from RGB-D images by locally matching pairs of oriented points between the model and camera space. To this end, we propose a novel Bi-directional Correspondence Mapping Network (BiCo-Net) to first generate point clouds guided by a typical pose regression, which can thus incorporate pose-sensitive information to optimize generation of local coordinates and their normal vectors. As pose predictions via geometric computation only rely on one single pair of local oriented points, our BiCo-Net can achieve robustness against sparse and occluded point clouds. An ensemble of redundant pose predictions from locally matching and direct pose regression further refines final pose output against noisy observations. Experimental results on three popularly benchmarking datasets can verify that our method can achieve state-of-the-art performance, especially for the more challenging severe occluded scenes. Source codes are available at https://github.com/Gorilla-Lab-SCUT/BiCo-Net.",BICO-NET：全球回归，局部匹配，以进行健壮的6D姿势估计。,学习强大的6D姿势功能的挑战在于1）严重的阻塞和2）深度图像中的系统噪声。受点对功能的成功启发，本文的目标是通过在型号和摄像机空间之间的本地匹配的对象对恢复从RGB-D图像分割的对象实例的6D姿势。为此，我们提出了一个新颖的双向对应图映射网络（BICO-NET），以首先生成以典型的姿势回归为引导的点云，因此可以将姿势敏感的信息纳入，以优化局部坐标及其正常矢量的产生。由于通过几何计算进行姿势预测仅依赖于一对局部方向点，因此我们的BICO-NET可以针对稀疏和遮挡的点云实现稳健性。来自局部匹配和直接姿势回归的冗余姿势预测的合奏进一步完善了最终姿势输出，以噪音观察。三个普遍的基准测试数据集的实验结果可以验证我们的方法可以实现最先进的性能，尤其是对于更具挑战性的严重封闭场景。源代码可在https://github.com/gorilla-lab-scut/bico-net上找到。,https://arxiv.org/abs/2205.03536,IJCAI,True,False,False,False
1906,HCFRec: Hash Collaborative Filtering via Normalized Flow with Structural Consensus for Efficient Recommendation.,"Fan Wang, Weiming Liu, Chaochao Chen, Mengying Zhu, Xiaolin Zheng","The ever-increasing data scale of user-item interactions makes it challenging for an effective and efficient recommender system. Recently, hash-based collaborative filtering (Hash-CF) approaches employ efficient Hamming distance of learned binary representations of users and items to accelerate recommendations. However, Hash-CF often faces two challenging problems, i.e., optimization on discrete representations and preserving semantic information in learned representations. To address the above two challenges, we propose HCFRec, a novel Hash-CF approach for effective and efficient recommendations. Specifically, HCFRec not only innovatively introduces normalized flow to learn the optimal hash code by efficiently fit a proposed approximate mixture multivariate normal distribution, a continuous but approximately discrete distribution, but also deploys a cluster consistency preserving mechanism to preserve the semantic structure in representations for more accurate recommendations. Extensive experiments conducted on six real-world datasets demonstrate the superiority of our HCFRec compared to the state-of-art methods in terms of effectiveness and efficiency.",HCFREC：通过归一化流量进行结构共识，以进行有效建议。,用户项目交互的越来越多的数据量表使其对于有效，有效的推荐系统而言具有挑战性。最近，基于哈希的协作过滤（HASH-CF）方法采用了有效的用户和项目的二进制表示的有效的锤击距离来加速建议。但是，Hash-CF通常面临两个具有挑战性的问题，即对离散表示形式进行优化并保留学习表示的语义信息。为了应对上述两个挑战，我们提出了HCFREC，这是一种新型的Hash-CF方法，以进行有效，有效的建议。具体而言，HCFREC不仅通过有效拟合提出的近似混合物多变量正态分布，连续但近似离散的分布来进行创新的归一化流程，以学习最佳哈希代码，而且还部署了群集一致性的保留机制，以将语义结构保留在表示形式中，以使其在表示形式中保留更多准确的建议。在六个现实世界数据集上进行的广泛实验证明了我们HCFREC的优越性，而在有效性和效率方面，与制作方法相比。,https://arxiv.org/abs/2205.12042,IJCAI,True,False,False,False
1907,Dynamic Sparse Training for Deep Reinforcement Learning.,"Ghada Sokar, Elena Mocanu, Decebal Constantin Mocanu, Mykola Pechenizkiy, Peter Stone","Deep reinforcement learning has achieved significant success in many decision-making tasks in various fields. However, it requires a large training time of dense neural networks to obtain a good performance. This hinders its applicability on low-resource devices where memory and computation are strictly constrained. In a step towards enabling deep reinforcement learning agents to be applied to low-resource devices, in this work, we propose for the first time to dynamically train deep reinforcement learning agents with sparse neural networks from scratch. We adopt the evolution principles of dynamic sparse training in the reinforcement learning paradigm and introduce a training algorithm that optimizes the sparse topology and the weight values jointly to dynamically fit the incoming data. Our approach is easy to be integrated into existing deep reinforcement learning algorithms and has many favorable advantages. First, it allows for significant compression of the network size which reduces the memory and computation costs substantially. This would accelerate not only the agent inference but also its training process. Second, it speeds up the agent learning process and allows for reducing the number of required training steps. Third, it can achieve higher performance than training the dense counterpart network. We evaluate our approach on OpenAI gym continuous control tasks. The experimental results show the effectiveness of our approach in achieving higher performance than one of the state-of-art baselines with a 50\% reduction in the network size and floating-point operations (FLOPs). Moreover, our proposed approach can reach the same performance achieved by the dense network with a 40-50\% reduction in the number of training steps.",深入强化学习的动态稀疏训练。,深厚的强化学习在各个领域的许多决策任务中都取得了重大成功。但是，它需要大量的密集神经网络训练时间才能获得良好的表现。这阻碍了其在严格限制内存和计算的低资源设备上的适用性。在朝着使深钢筋学习能力应用于低资源设备的一步之中，在这项工作中，我们首次提出了动态训练来自SCRATCH的稀疏神经网络的深钢筋学习剂。我们在增强学习范式中采用动态稀疏训练的演化原理，并引入了一种训练算法，该算法优化了稀疏拓扑和重量值，以动态拟合传入的数据。我们的方法很容易被整合到现有的深度强化学习算法中，并且具有许多优惠的优势。首先，它允许对网络大小进行重大压缩，从而大大降低内存和计算成本。这不仅会加速代理推断，而且还会加速其培训过程。其次，它加快了代理学习过程，并允许减少所需的训练步骤的数量。第三，它可以比培训密集的对应网络获得更高的性能。我们在OpenAI Gym连续控制任务上评估了我们的方法。实验结果表明，与最先进的基线之一相比，我们的方法在达到更高的性能方面的有效性，网络大小和浮点操作（FLOPS）降低了50 \％。此外，我们提出的方法可以达到密集网络所达到的相同性能，而训练步骤的数量减少了40-50 \％。,https://arxiv.org/abs/2106.04217,IJCAI,True,False,False,False
1908,Grape: Grammar Preserving Rule Embedding,"qihao zhu, zeyu sun, wenjie zhang, yingfei xiong, lu zhang",nan,葡萄：语法保存规则嵌入, ,https://xiongyingfei.github.io/,IJCAI,False,True,False,False
1909,Game Redesign in No-regret Game Playing.,"Yuzhe Ma, Young Wu, Xiaojin Zhu","We study the game redesign problem in which an external designer has the ability to change the payoff function in each round, but incurs a design cost for deviating from the original game. The players apply no-regret learning algorithms to repeatedly play the changed games with limited feedback. The goals of the designer are to (i) incentivize all players to take a specific target action profile frequently; and (ii) incur small cumulative design cost. We present game redesign algorithms with the guarantee that the target action profile is played in T-o(T) rounds while incurring only o(T) cumulative design cost. Game redesign describes both positive and negative applications: a benevolent designer who incentivizes players to take a target action profile with better social welfare compared to the solution of the original game, or a malicious attacker whose target action profile benefits themselves but not the players. Simulations on four classic games confirm the effectiveness of our proposed redesign algorithms.",游戏重新设计无重格游戏游戏。,我们研究了游戏重新设计问题，其中外部设计师可以在每回合中更改收益功能，但会产生与原始游戏偏离的设计成本。玩家使用无重格学习算法来反复使用有限的反馈来反复玩更改的游戏。设计师的目标是（i）激励所有玩家经常采取特定的目标动作概况；（ii）产生小累积设计成本。我们提供游戏重新设计算法，并保证目标动作概况在T-O（T）回合中播放，同时仅产生O（T）累积设计成本。游戏重新设计描述了正面和负面应用：与原始游戏的解决方案相比，激励玩家以更好的社会福利采取目标行动概况，或者是针对目标动作概况的恶意攻击者，而目标行动概况使自己受益于自己但没有玩家。四个经典游戏的模拟证实了我们提议的重新设计算法的有效性。,https://arxiv.org/abs/2110.11763,IJCAI,True,False,False,False
1910,Post-processing of Differentially Private Data: A Fairness Perspective.,"Keyu Zhu, Ferdinando Fioretto, Pascal Van Hentenryck","Post-processing immunity is a fundamental property of differential privacy: it enables arbitrary data-independent transformations to differentially private outputs without affecting their privacy guarantees. Post-processing is routinely applied in data-release applications, including census data, which are then used to make allocations with substantial societal impacts. This paper shows that post-processing causes disparate impacts on individuals or groups and analyzes two critical settings: the release of differentially private datasets and the use of such private datasets for downstream decisions, such as the allocation of funds informed by US Census data. In the first setting, the paper proposes tight bounds on the unfairness of traditional post-processing mechanisms, giving a unique tool to decision-makers to quantify the disparate impacts introduced by their release. In the second setting, this paper proposes a novel post-processing mechanism that is (approximately) optimal under different fairness metrics, either reducing fairness issues substantially or reducing the cost of privacy. The theoretical analysis is complemented with numerical simulations on Census data.",差异私人数据的后处理：公平的观点。,后处理免疫是具有差异隐私的基本属性：它可以将任意数据独立的转换转换为差异化私人产出而不会影响其隐私保证。后处理通常用于数据释放应用程序，包括人口普查数据，然后将其用于对具有重大社会影响的分配。本文表明，后处理会对个人或小组产生不同的影响，并分析两个关键设置：释放差异私有数据集以及使用此类私人数据集用于下游决策，例如美国人口普查数据提供的资金分配。在第一个环境中，本文提出了关于传统后处理机制不公平性的紧密界限，为决策者提供了独特的工具，以量化其发布所带来的不同影响。在第二个环境中，本文提出了一种新颖的后处理机制，该机制（大约）在不同的公平指标下是最佳的，要么大大降低公平性问题或降低隐私成本。理论分析与人口普查数据的数值模拟相辅相成。,https://arxiv.org/abs/2201.09425,IJCAI,True,False,False,False
1911,Fourier Analysis-based Iterative Combinatorial Auctions.,"Jakob Weissteiner, Chris Wendler, Sven Seuken, Ben Lubin, Markus Püschel","Recent advances in Fourier analysis have brought new tools to efficiently represent and learn set functions. In this paper, we bring the power of Fourier analysis to the design of combinatorial auctions (CAs). The key idea is to approximate bidders' value functions using Fourier-sparse set functions, which can be computed using a relatively small number of queries. Since this number is still too large for practical CAs, we propose a new hybrid design: we first use neural networks (NNs) to learn bidders' values and then apply Fourier analysis to the learned representations. On a technical level, we formulate a Fourier transform-based winner determination problem and derive its mixed integer program formulation. Based on this, we devise an iterative CA that asks Fourier-based queries. We experimentally show that our hybrid ICA achieves higher efficiency than prior auction designs, leads to a fairer distribution of social welfare, and significantly reduces runtime. With this paper, we are the first to leverage Fourier analysis in CA design and lay the foundation for future work in this area. Our code is available on GitHub: https://github.com/marketdesignresearch/FA-based-ICAs.",基于傅立叶分析的迭代组合拍卖。,傅立叶分析的最新进展带来了有效代表和学习设定功能的新工具。在本文中，我们将傅立叶分析的力量带入了组合拍卖（CAS）的设计。关键想法是使用傅立叶 - 帕斯斯集合功能近似竞标者的值函数，可以使用相对较少的查询来计算。由于对于实用CAS而言，这个数字仍然太大，因此我们提出了一种新的混合设计：我们首先使用神经网络（NNS）来学习投标值的值，然后将傅立叶分析应用于学习的表示形式。在技术层面上，我们制定了一个基于傅立叶变换的获胜者确定问题，并得出了其混合整数计划的配方。基于此，我们设计了一个迭代CA，询问基于傅立叶的查询。我们在实验上表明，与先前的拍卖设计相比，混合ICA的效率更高，导致社会福利的分布更公平，并大大降低了运行时。在本文中，我们是第一个利用CA设计中的傅立叶分析的人，并为该领域的未来工作奠定了基础。我们的代码可在github：https：//github.com/marketdesignresearch/fa-lase-icas上获得。,https://arxiv.org/abs/2009.10749,IJCAI,True,False,False,False
1912,Empirical Bayesian Approaches for Robust Constraint-based Causal Discovery under Insufficient Data.,"Zijun Cui, Naiyu Yin, Yuru Wang, Qiang Ji","Causal discovery is to learn cause-effect relationships among variables given observational data and is important for many applications. Existing causal discovery methods assume data sufficiency, which may not be the case in many real world datasets. As a result, many existing causal discovery methods can fail under limited data. In this work, we propose Bayesian-augmented frequentist independence tests to improve the performance of constraint-based causal discovery methods under insufficient data: 1) We firstly introduce a Bayesian method to estimate mutual information (MI), based on which we propose a robust MI based independence test; 2) Secondly, we consider the Bayesian estimation of hypothesis likelihood and incorporate it into a well-defined statistical test, resulting in a robust statistical testing based independence test. We apply proposed independence tests to constraint-based causal discovery methods and evaluate the performance on benchmark datasets with insufficient samples. Experiments show significant performance improvement in terms of both accuracy and efficiency over SOTA methods.",在数据不足下，基于强大约束的因果发现的经验贝叶斯方法。,因果发现是学习给定观察数据的变量之间的因果关系，对于许多应用程序很重要。现有的因果发现方法假设数据足够，在许多现实世界数据集中可能并非如此。结果，在有限的数据下，许多现有的因果发现方法可能会失败。在这项工作中，我们提出了贝叶斯的频繁独立性测试，以在数据不足下提高基于约束的因果发现方法的性能：1）我们首先引入了一种贝叶斯方法来估计互信息（MI），我们提出了一个可靠的方法基于MI的独立测试；2）其次，我们考虑了假设可能性的贝叶斯估计，并将其纳入定义明确的统计检验中，从而进行了基于统计测试的强大独立性检验。我们将提出的独立测试应用于基于约束的因果发现方法，并评估样品不足的基准数据集上的性能。实验在SOTA方法的准确性和效率方面表现出显着的性能提高。,https://arxiv.org/abs/2206.08448,IJCAI,True,False,False,False
1913,On Discrete Truthful Heterogeneous Two-Facility Location.,"Panagiotis Kanellopoulos, Alexandros A. Voudouris, Rongsen Zhang","We revisit the discrete heterogeneous two-facility location problem, in which there is a set of agents that occupy nodes of a line graph, and have private approval preferences over two facilities. When the facilities are located at some nodes of the line, each agent derives a cost that is equal to her total distance from the facilities she approves. The goal is to decide where to locate the two facilities, so as to (a) incentivize the agents to truthfully report their preferences, and (b) achieve a good approximation of the minimum total (social) cost or the maximum cost among all agents. For both objectives, we design deterministic strategyproof mechanisms with approximation ratios that significantly outperform the state-of-the-art, and complement these results with (almost) tight lower bounds.",在离散的真实异构两国位置上。,我们重新审视离散的异质两面性位置问题，其中有一组代理占据了线图的节点，并且对两个设施具有私人批准偏好。当设施位于线路的某些节点上时，每个代理商的成本等于她与她所批准的设施的总距离。目的是决定在哪里找到这两种设施，以（a）激励代理商真实地报告其偏好，以及（b）实现所有最低总成本或所有代理商中最高成本的良好近似。对于这两个目标，我们设计具有近似值比的确定性策略性机制，其表现明显优于最先进的机制，并以（几乎）紧密的下限来补充这些结果。,https://arxiv.org/abs/2109.04234,IJCAI,True,False,False,False
1914,Individual Fairness Guarantees for Neural Networks.,"Elias Benussi, Andrea Patane, Matthew Wicker, Luca Laurenti, Marta Kwiatkowska","We consider the problem of certifying the individual fairness (IF) of feed-forward neural networks (NNs). In particular, we work with the $\epsilon$-$\delta$-IF formulation, which, given a NN and a similarity metric learnt from data, requires that the output difference between any pair of $\epsilon$-similar individuals is bounded by a maximum decision tolerance $\delta \geq 0$. Working with a range of metrics, including the Mahalanobis distance, we propose a method to overapproximate the resulting optimisation problem using piecewise-linear functions to lower and upper bound the NN's non-linearities globally over the input space. We encode this computation as the solution of a Mixed-Integer Linear Programming problem and demonstrate that it can be used to compute IF guarantees on four datasets widely used for fairness benchmarking. We show how this formulation can be used to encourage models' fairness at training time by modifying the NN loss, and empirically confirm our approach yields NNs that are orders of magnitude fairer than state-of-the-art methods.",个人公平保证神经网络。,我们考虑证明馈送前传神经网络（NNS）的个人公平性（IF）的问题。特别是，我们使用$ \ epsilon $  -  $ \ delta $  - 如果配方，鉴于nn和从数据中学到的相似性指标，要求任何一对$ \ epsilon $  - 类似的个人是由最大决策容忍$ \ delta \ geq 0 $界定。使用一系列指标（包括Mahalanobis距离），我们提出了一种使用分段线性函数过度陈述所得优化问题的方法，以在输入空间上降低NN的NN非线性。我们将此计算编码为混合企业线性编程问题的解决方案，并证明如果在四个数据集中保证了广泛用于公平基准测试的数据集，则可以使用它来计算。我们展示了如何通过修改NN损失来鼓励模型在训练时间的公平性，并从经验上证实我们的方法产生的NNS比最先进的方法更公平。,https://arxiv.org/abs/2205.05763,IJCAI,True,False,False,False
1915,Online Bin Packing with Predictions.,"Spyros Angelopoulos, Shahin Kamali, Kimia Shadkami","Bin packing is a classic optimization problem with a wide range of applications from load balancing in networks to supply chain management. In this work we study the online variant of the problem, in which a sequence of items of various sizes must be placed into a minimum number of bins of uniform capacity. The online algorithm is enhanced with a (potentially erroneous) prediction concerning the frequency of item sizes in the sequence. We design and analyze online algorithms with efficient tradeoffs between their consistency (i.e., the competitive ratio assuming no prediction error) and their robustness (i.e., the competitive ratio under adversarial error), and whose performance degrades gently as a function of the error. Previous work on this problem has only addressed the extreme cases with respect to the prediction error, and has relied on overly powerful and error-free prediction oracles.",在线垃圾箱包装带有预测。,BIN包装是一个经典的优化问题，从网络中的负载平衡到供应链管理的广泛应用。在这项工作中，我们研究了该问题的在线变体，其中必须将各种大小的一系列项目置于最小数量的均匀容量箱中。通过（可能错误的）预测来增强在线算法，该预测涉及序列中的项目大小的频率。我们在其一致性（即没有预测错误的竞争比率）及其稳健性（即，在对抗性错误下的竞争比）和它们的性能轻轻降低，它们的稳健性在线算法（即，其竞争比率没有预测错误）在线设计和分析在线算法。关于此问题的先前工作仅解决了有关预测错误的极端情况，并且依赖于过于强大且无错误的预测序列。,https://arxiv.org/abs/2102.03311,IJCAI,True,False,False,False
1916,Summary Markov Models for Event Sequences.,"Debarun Bhattacharjya, Saurabh Sihag, Oktie Hassanzadeh, Liza Bialik","Datasets involving sequences of different types of events without meaningful time stamps are prevalent in many applications, for instance when extracted from textual corpora. We propose a family of models for such event sequences -- summary Markov models -- where the probability of observing an event type depends only on a summary of historical occurrences of its influencing set of event types. This Markov model family is motivated by Granger causal models for time series, with the important distinction that only one event can occur in a position in an event sequence. We show that a unique minimal influencing set exists for any set of event types of interest and choice of summary function, formulate two novel models from the general family that represent specific sequence dynamics, and propose a greedy search algorithm for learning them from event sequence data. We conduct an experimental investigation comparing the proposed models with relevant baselines, and illustrate their knowledge acquisition and discovery capabilities through case studies involving sequences from text.",事件序列的摘要马尔可夫模型。,在许多应用程序中，涉及不同类型事件的序列的数据集在许多应用程序中普遍存在，例如从文本语料库中提取时。我们为此类事件序列（摘要马尔可夫模型）提出了一个模型家族，其中观察事件类型的可能性仅取决于其影响事件类型集的历史事件的摘要。这个马尔可夫模型家族是由Granger因果模型的时间序列激励，其重要区别是，事件序列中只能在一个位置中发生一个事件。我们表明，对于任何感兴趣的事件类型和摘要功能的选择，都存在一个独特的最小影响集，从一般家族中制定了代表特定序列动态的两个新型模型，并提出了一种贪婪的搜索算法，以从事件序列数据中学习它们。我们进行了一项实验研究，将提出的模型与相关基线进行比较，并通过涉及文本序列的案例研究来说明他们的知识获取和发现功能。,https://arxiv.org/abs/2205.03375,IJCAI,True,False,False,False
